Iteration          MSE
1			1.51138
2			0.985469
3			0.465771
4			0.227802
5			0.127115
6			0.0781939
7			0.0537078
8			0.0405876
9			0.0327806
10			0.0276293
11			0.0239403
12			0.0211396
13			0.0189256
14			0.0171247
15			0.0156287
16			0.0143653
17			0.0132844
18			0.0123491
19			0.0115323
20			0.0108131
21			0.010175
22			0.00960535
23			0.0090938
24			0.008632
25			0.00821313
26			0.00783156
27			0.00748257
28			0.00716223
29			0.00686718
30			0.0065946
31			0.00634204
32			0.00610741
33			0.00588889
34			0.00568489
35			0.00549404
36			0.00531511
37			0.00514705
38			0.00498891
39			0.00483984
40			0.0046991
41			0.00456601
42			0.00443998
43			0.00432047
44			0.00420699
45			0.00409911
46			0.00399642
47			0.00389856
48			0.00380521
49			0.00371607
50			0.00363085
51			0.00354932
52			0.00347124
53			0.0033964
54			0.0033246
55			0.00325566
56			0.00318943
57			0.00312574
58			0.00306446
59			0.00300545
60			0.00294858
61			0.00289376
62			0.00284086
63			0.0027898
64			0.00274047
65			0.0026928
66			0.0026467
67			0.0026021
68			0.00255893
69			0.00251711
70			0.0024766
71			0.00243732
72			0.00239922
73			0.00236226
74			0.00232638
75			0.00229154
76			0.00225769
77			0.00222479
78			0.00219281
79			0.0021617
80			0.00213143
81			0.00210197
82			0.00207329
83			0.00204535
84			0.00201813
85			0.0019916
86			0.00196574
87			0.00194052
88			0.00191591
89			0.00189191
90			0.00186847
91			0.0018456
92			0.00182325
93			0.00180143
94			0.0017801
95			0.00175926
96			0.00173888
97			0.00171896
98			0.00169947
99			0.00168041
100			0.00166175
101			0.00164349
102			0.00162562
103			0.00160812
104			0.00159098
105			0.00157419
106			0.00155774
107			0.00154162
108			0.00152582
109			0.00151033
110			0.00149514
111			0.00148025
112			0.00146564
113			0.0014513
114			0.00143724
115			0.00142344
116			0.00140989
117			0.00139659
118			0.00138354
119			0.00137071
120			0.00135812
121			0.00134575
122			0.00133359
123			0.00132165
124			0.00130991
125			0.00129838
126			0.00128703
127			0.00127588
128			0.00126492
129			0.00125414
130			0.00124353
131			0.0012331
132			0.00122283
133			0.00121274
134			0.0012028
135			0.00119302
136			0.00118339
137			0.00117391
138			0.00116458
139			0.00115539
140			0.00114634
141			0.00113743
142			0.00112865
143			0.00112001
144			0.00111149
145			0.00110309
146			0.00109482
147			0.00108667
148			0.00107864
149			0.00107072
150			0.00106291
151			0.00105522
152			0.00104763
153			0.00104014
154			0.00103276
155			0.00102549
156			0.00101831
157			0.00101122
158			0.00100424
159			0.000997346
160			0.000990545
161			0.000983833
162			0.00097721
163			0.000970673
164			0.000964221
165			0.000957852
166			0.000951565
167			0.000945358
168			0.000939229
169			0.000933177
170			0.000927201
171			0.0009213
172			0.000915471
173			0.000909713
174			0.000904027
175			0.000898409
176			0.000892858
177			0.000887375
178			0.000881957
179			0.000876603
180			0.000871312
181			0.000866084
182			0.000860916
183			0.000855808
184			0.00085076
185			0.000845769
186			0.000840835
187			0.000835957
188			0.000831134
189			0.000826365
190			0.00082165
191			0.000816987
192			0.000812375
193			0.000807814
194			0.000803303
195			0.000798841
196			0.000794427
197			0.000790061
198			0.000785741
199			0.000781468
200			0.00077724
201			0.000773056
202			0.000768916
203			0.00076482
204			0.000760766
205			0.000756754
206			0.000752783
207			0.000748853
208			0.000744963
209			0.000741112
210			0.0007373
211			0.000733527
212			0.000729791
213			0.000726092
214			0.00072243
215			0.000718804
216			0.000715214
217			0.000711658
218			0.000708137
219			0.00070465
220			0.000701197
221			0.000697776
222			0.000694389
223			0.000691033
224			0.000687709
225			0.000684417
226			0.000681155
227			0.000677923
228			0.000674722
229			0.00067155
230			0.000668408
231			0.000665294
232			0.000662208
233			0.000659151
234			0.000656121
235			0.000653118
236			0.000650143
237			0.000647193
238			0.00064427
239			0.000641373
240			0.000638502
241			0.000635655
242			0.000632834
243			0.000630037
244			0.000627264
245			0.000624515
246			0.00062179
247			0.000619088
248			0.000616409
249			0.000613753
250			0.000611119
251			0.000608508
252			0.000605918
253			0.00060335
254			0.000600803
255			0.000598277
256			0.000595773
257			0.000593288
258			0.000590825
259			0.000588381
260			0.000585957
261			0.000583552
262			0.000581167
263			0.000578802
264			0.000576455
265			0.000574127
266			0.000571817
267			0.000569525
268			0.000567252
269			0.000564996
270			0.000562758
271			0.000560538
272			0.000558334
273			0.000556148
274			0.000553979
275			0.000551826
276			0.000549689
277			0.000547569
278			0.000545465
279			0.000543377
280			0.000541305
281			0.000539248
282			0.000537206
283			0.00053518
284			0.000533169
285			0.000531173
286			0.000529191
287			0.000527224
288			0.000525271
289			0.000523333
290			0.000521408
291			0.000519498
292			0.000517601
293			0.000515718
294			0.000513849
295			0.000511993
296			0.00051015
297			0.00050832
298			0.000506503
299			0.000504699
300			0.000502908
301			0.000501129
302			0.000499362
303			0.000497608
304			0.000495866
305			0.000494136
306			0.000492418
